# TABLE NO.     2: NUTS Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
ITERATION,THETA1,THETA2,THETA3,THETA4,"SIGMA(1,1)","OMEGA(1,1)","OMEGA(2,1)","OMEGA(2,2)","OMEGA(3,1)","OMEGA(3,2)","OMEGA(3,3)","OMEGA(4,1)","OMEGA(4,2)","OMEGA(4,3)","OMEGA(4,4)",MCMCOBJ
-211,1.66206E+00,1.55694E+00,7.66333E-01,2.44435E+00,5.46699E-02,5.76287E-02,5.88392E-02,1.07153E-01,-3.74839E-02,-3.37243E-02,1.07076E-01,9.01542E-02,7.08078E-02,-1.10492E-01,2.58554E-01,-2736.1274223840437
-210,1.65382E+00,1.62660E+00,7.30843E-01,2.49156E+00,5.92829E-02,5.53016E-02,3.60532E-02,5.15534E-02,-4.11453E-02,-2.74080E-02,1.19640E-01,1.08740E-01,8.53614E-02,-1.43146E-01,3.92737E-01,-2728.3808254757923
-209,1.61514E+00,1.50265E+00,7.11270E-01,2.34311E+00,5.69458E-02,3.73995E-02,2.61980E-02,6.25115E-02,-2.38929E-02,-1.75125E-02,1.10769E-01,5.07528E-02,3.00292E-02,-7.70084E-02,2.10993E-01,-2669.4498955030635
-208,1.64972E+00,1.56361E+00,7.35843E-01,2.45171E+00,6.50634E-02,5.65648E-02,4.62338E-02,8.48283E-02,-2.97298E-02,-1.53555E-02,1.33606E-01,1.06502E-01,8.47832E-02,-9.88671E-02,3.57150E-01,-2589.0662199474937
-207,1.62075E+00,1.57369E+00,7.31057E-01,2.38362E+00,6.08291E-02,6.15545E-02,2.47814E-02,4.89918E-02,-2.61316E-02,-9.38520E-03,1.00756E-01,1.15788E-01,4.03467E-02,-1.05970E-01,3.44453E-01,-2673.5134156595209
-206,1.63151E+00,1.56804E+00,7.81100E-01,2.44017E+00,5.79343E-02,6.41048E-02,5.58307E-02,8.78200E-02,-2.01512E-02,-1.32512E-02,8.27329E-02,1.08219E-01,8.69523E-02,-6.61661E-02,3.15388E-01,-2670.1134427901520
-205,1.63303E+00,1.55812E+00,7.98033E-01,2.44609E+00,6.45777E-02,6.28230E-02,5.47597E-02,8.96305E-02,-2.04233E-02,-1.40297E-02,7.97453E-02,1.05400E-01,8.42621E-02,-6.68711E-02,3.05795E-01,-2641.7459800891888
-204,1.65138E+00,1.60351E+00,6.19495E-01,2.42729E+00,6.44894E-02,5.33380E-02,3.05389E-02,6.04979E-02,-1.74856E-02,1.61616E-03,8.41115E-02,9.30560E-02,5.27950E-02,-6.13194E-02,3.28792E-01,-2657.6735145165690
-203,1.63662E+00,1.52819E+00,7.50035E-01,2.48112E+00,6.04903E-02,4.69453E-02,4.43816E-02,8.62514E-02,-2.98052E-02,-3.37326E-02,1.05081E-01,7.79392E-02,5.69344E-02,-7.47280E-02,2.56418E-01,-2645.5349434747732
-202,1.64018E+00,1.59517E+00,7.56011E-01,2.44668E+00,5.94388E-02,4.64200E-02,1.86187E-02,3.73088E-02,-3.52150E-02,-2.92034E-02,9.71385E-02,7.96577E-02,4.28030E-02,-9.34712E-02,2.68780E-01,-2728.7437942975180
-201,1.61338E+00,1.52680E+00,8.49602E-01,2.34531E+00,5.50930E-02,5.86338E-02,5.19958E-02,8.01616E-02,-5.02681E-02,-3.69072E-02,1.37641E-01,7.45605E-02,5.93854E-02,-8.69176E-02,2.47974E-01,-2686.0411883478391
-200,1.60611E+00,1.53099E+00,8.32372E-01,2.32001E+00,5.41820E-02,5.26779E-02,4.40049E-02,7.00421E-02,-5.02466E-02,-3.80779E-02,1.37045E-01,6.69621E-02,4.61698E-02,-9.50450E-02,2.44566E-01,-2674.2932974206096
-199,1.60611E+00,1.53099E+00,8.32372E-01,2.32001E+00,5.41820E-02,5.26779E-02,4.40049E-02,7.00421E-02,-5.02466E-02,-3.80779E-02,1.37045E-01,6.69621E-02,4.61698E-02,-9.50450E-02,2.44566E-01,-2674.2932974206096
-198,1.61956E+00,1.59795E+00,7.57550E-01,2.33025E+00,6.00683E-02,5.61783E-02,3.41440E-02,6.37153E-02,-3.35146E-02,-2.19239E-02,1.20864E-01,8.95361E-02,6.80686E-02,-1.10562E-01,3.06072E-01,-2693.9861665644353
-197,1.63222E+00,1.64179E+00,7.86914E-01,2.34133E+00,6.29561E-02,4.23352E-02,3.80637E-02,7.03497E-02,-1.98380E-02,-1.43364E-02,8.30805E-02,6.77973E-02,7.34596E-02,-8.88351E-02,2.65121E-01,-2663.6652813726218
-196,1.61560E+00,1.57648E+00,6.98270E-01,2.36462E+00,6.27102E-02,3.99172E-02,2.75784E-02,6.03075E-02,-4.30167E-02,-2.50957E-02,1.49753E-01,7.31902E-02,6.83053E-02,-1.53677E-01,2.87585E-01,-2706.4082851787934
-195,1.63786E+00,1.55483E+00,7.61209E-01,2.45219E+00,5.44343E-02,4.75254E-02,3.59538E-02,6.96810E-02,-2.97982E-02,-7.68699E-03,1.04170E-01,9.01405E-02,6.62505E-02,-8.42056E-02,2.85732E-01,-2674.9768829791051
-194,1.61783E+00,1.53131E+00,7.77810E-01,2.39471E+00,5.25843E-02,5.29198E-02,4.75205E-02,8.80918E-02,-3.67324E-02,-2.34077E-02,1.21919E-01,6.81291E-02,5.43958E-02,-9.11692E-02,2.39389E-01,-2676.1541722449551
-193,1.65678E+00,1.59581E+00,7.51667E-01,2.47808E+00,5.41500E-02,4.77160E-02,5.50415E-02,1.11914E-01,-3.15185E-02,-1.58227E-02,1.61085E-01,7.41172E-02,7.38488E-02,-9.81851E-02,2.50415E-01,-2696.1990443218801
-192,1.62562E+00,1.62970E+00,8.89946E-01,2.35834E+00,5.78434E-02,6.69445E-02,4.26050E-02,6.11451E-02,-3.56425E-02,-9.48409E-03,1.60840E-01,9.72126E-02,6.59162E-02,-1.24083E-01,2.88068E-01,-2678.1823576424645
-191,1.60232E+00,1.54406E+00,7.65554E-01,2.40906E+00,5.04261E-02,4.10154E-02,4.68280E-02,1.05554E-01,-1.25672E-02,2.39371E-02,1.90747E-01,6.23076E-02,6.74146E-02,-9.72628E-02,2.17037E-01,-2655.4750815984785
-190,1.60232E+00,1.54406E+00,7.65554E-01,2.40906E+00,5.04261E-02,4.10154E-02,4.68280E-02,1.05554E-01,-1.25672E-02,2.39371E-02,1.90747E-01,6.23076E-02,6.74146E-02,-9.72628E-02,2.17037E-01,-2655.4750815984785
-189,1.57249E+00,1.54465E+00,8.53983E-01,2.31685E+00,5.42512E-02,5.34369E-02,4.84577E-02,9.45178E-02,-9.02418E-03,4.31403E-02,2.09782E-01,8.00427E-02,6.45819E-02,-8.63741E-02,2.95331E-01,-2642.2791162234485
-188,1.71626E+00,1.62277E+00,6.20897E-01,2.52929E+00,6.67936E-02,7.02582E-02,4.30665E-02,5.63005E-02,-2.40830E-02,-1.35687E-02,1.16546E-01,1.11881E-01,6.76598E-02,-8.78411E-02,2.91335E-01,-2667.1092343452578
-187,1.63792E+00,1.53608E+00,7.37585E-01,2.35709E+00,5.33910E-02,4.96591E-02,2.92963E-02,5.95283E-02,-2.46682E-02,3.76201E-03,1.22548E-01,7.57020E-02,3.80940E-02,-8.15171E-02,2.49346E-01,-2751.3579869121263
-186,1.64501E+00,1.57144E+00,7.84582E-01,2.35605E+00,4.92583E-02,4.57965E-02,2.84915E-02,4.81000E-02,-2.58252E-02,-6.99573E-03,1.17842E-01,7.68616E-02,4.51399E-02,-9.89392E-02,2.71636E-01,-2703.7347551233242
-185,1.61218E+00,1.57588E+00,6.69552E-01,2.36819E+00,5.75731E-02,4.42522E-02,2.70034E-02,7.56987E-02,-1.66482E-02,3.22143E-02,1.44666E-01,4.89446E-02,2.40667E-02,-7.67067E-02,1.99121E-01,-2680.8469463021943
-184,1.61216E+00,1.61739E+00,7.29424E-01,2.37370E+00,5.36072E-02,4.79218E-02,3.41923E-02,8.77882E-02,-1.25767E-02,3.96962E-02,1.46514E-01,8.43967E-02,4.68369E-02,-8.59813E-02,2.88505E-01,-2620.5628703981797
-183,1.62816E+00,1.60326E+00,7.73295E-01,2.35602E+00,5.24475E-02,5.35541E-02,3.95662E-02,7.95603E-02,-2.73641E-02,-1.11436E-02,1.78280E-01,7.86118E-02,5.44666E-02,-1.20784E-01,2.65854E-01,-2642.5431644667156
-182,1.64533E+00,1.57867E+00,7.31849E-01,2.39749E+00,6.67538E-02,5.23375E-02,1.87304E-02,5.42385E-02,-3.70273E-02,1.52838E-02,1.51387E-01,8.25262E-02,2.10168E-02,-1.15194E-01,2.73242E-01,-2591.6463624837347
-181,1.60164E+00,1.64921E+00,8.46736E-01,2.29520E+00,5.62127E-02,4.69256E-02,2.43820E-02,5.86008E-02,-4.65843E-02,2.13700E-03,2.00415E-01,7.61416E-02,1.80458E-02,-1.74036E-01,2.77985E-01,-2657.8241107298636
-180,1.60164E+00,1.64921E+00,8.46736E-01,2.29520E+00,5.62127E-02,4.69256E-02,2.43820E-02,5.86008E-02,-4.65843E-02,2.13700E-03,2.00415E-01,7.61416E-02,1.80458E-02,-1.74036E-01,2.77985E-01,-2657.8241107298627
-179,1.61454E+00,1.57281E+00,7.14011E-01,2.44542E+00,6.38946E-02,3.42757E-02,2.38621E-02,6.08960E-02,-3.63420E-02,-1.16130E-02,1.39770E-01,6.13347E-02,4.40919E-02,-1.11710E-01,2.34826E-01,-2680.6096838135209
-178,1.64126E+00,1.58162E+00,7.34960E-01,2.40581E+00,5.82627E-02,5.13898E-02,3.09743E-02,5.81966E-02,-4.44512E-02,-3.41158E-02,1.37987E-01,5.68703E-02,1.76813E-02,-9.34530E-02,1.76744E-01,-2691.6785385682319
-177,1.58506E+00,1.56192E+00,7.90724E-01,2.25391E+00,5.26665E-02,4.52566E-02,2.93395E-02,6.95009E-02,-2.82359E-02,-3.04396E-03,1.08641E-01,8.72692E-02,5.23904E-02,-1.26785E-01,3.38012E-01,-2678.4931338282277
-176,1.56859E+00,1.54564E+00,7.01004E-01,2.36852E+00,5.41708E-02,4.95461E-02,3.18502E-02,6.68805E-02,-1.78327E-02,6.93182E-03,1.23256E-01,8.69842E-02,5.46428E-02,-9.16864E-02,3.47501E-01,-2652.2527479392347
-175,1.66331E+00,1.61957E+00,7.96562E-01,2.46252E+00,5.26502E-02,6.81260E-02,6.83397E-02,1.17822E-01,-4.34914E-02,-3.85540E-02,1.41259E-01,1.11283E-01,1.06322E-01,-1.11647E-01,2.89759E-01,-2661.5566959911062
-174,1.61331E+00,1.61704E+00,7.31755E-01,2.34746E+00,4.80526E-02,5.72122E-02,4.74593E-02,7.52537E-02,-5.32476E-02,-3.30369E-02,1.79654E-01,9.91137E-02,7.03078E-02,-1.34249E-01,3.07074E-01,-2694.2083683271389
-173,1.65548E+00,1.67343E+00,7.76627E-01,2.37472E+00,6.04403E-02,4.86923E-02,4.91563E-02,1.15284E-01,-2.65790E-02,-2.92963E-02,1.16574E-01,8.19030E-02,8.24213E-02,-1.01448E-01,3.03968E-01,-2598.5486975778022
-172,1.62412E+00,1.58960E+00,8.28555E-01,2.40384E+00,6.86632E-02,4.56386E-02,2.30704E-02,5.15109E-02,-3.09292E-02,-9.07480E-03,9.30524E-02,7.78324E-02,2.68428E-02,-8.16057E-02,2.35943E-01,-2657.1065461594667
-171,1.63781E+00,1.63059E+00,7.74833E-01,2.34237E+00,6.16610E-02,4.30302E-02,3.75224E-02,9.83656E-02,-4.35096E-02,-3.00886E-02,1.17192E-01,5.92765E-02,3.91037E-02,-1.14629E-01,2.89210E-01,-2659.7941516715155
-170,1.60738E+00,1.59269E+00,6.83966E-01,2.28169E+00,5.90365E-02,6.38185E-02,1.95566E-02,5.80551E-02,-2.62574E-02,-3.30507E-02,1.07972E-01,1.05501E-01,2.73820E-02,-8.00605E-02,3.21306E-01,-2642.6336442963166
-169,1.61018E+00,1.55319E+00,7.41004E-01,2.35006E+00,6.68008E-02,5.54643E-02,3.51625E-02,6.21005E-02,-2.77512E-02,-2.89953E-02,1.42851E-01,8.24662E-02,5.33586E-02,-9.73641E-02,2.61702E-01,-2643.1660729622176
-168,1.59690E+00,1.59351E+00,7.46674E-01,2.27176E+00,5.05622E-02,4.93376E-02,2.79627E-02,6.18062E-02,-3.05317E-02,-2.89501E-02,1.01440E-01,8.89686E-02,6.73131E-02,-9.14623E-02,3.01004E-01,-2678.1789731992471
-167,1.63850E+00,1.58722E+00,6.82309E-01,2.43904E+00,5.06804E-02,5.10643E-02,3.30460E-02,5.01373E-02,-1.56241E-02,-8.12468E-03,1.37034E-01,8.81946E-02,3.86397E-02,-3.92516E-02,3.16066E-01,-2711.0733893592824
-166,1.62212E+00,1.57309E+00,7.21368E-01,2.37966E+00,5.03114E-02,5.41762E-02,3.31899E-02,5.75870E-02,-2.28159E-02,-4.76052E-03,1.31264E-01,7.38841E-02,2.29821E-02,-6.33833E-02,2.51470E-01,-2716.5744741957701
-165,1.66494E+00,1.63015E+00,7.74620E-01,2.49855E+00,5.17443E-02,5.11556E-02,3.98841E-02,6.55440E-02,-3.62143E-02,-1.56518E-02,1.31316E-01,8.80362E-02,6.29955E-02,-1.20740E-01,3.30224E-01,-2711.5685923719457
-164,1.67438E+00,1.62224E+00,7.96422E-01,2.43182E+00,5.00747E-02,6.15199E-02,4.50953E-02,7.22059E-02,-4.39849E-02,5.27537E-03,1.71881E-01,9.12199E-02,7.24364E-02,-1.06515E-01,2.97595E-01,-2689.7955581640840
-163,1.67485E+00,1.62917E+00,7.97329E-01,2.43099E+00,4.97275E-02,6.17270E-02,4.45754E-02,7.12485E-02,-4.38865E-02,6.62575E-03,1.73369E-01,9.06098E-02,7.26676E-02,-1.04201E-01,2.97222E-01,-2691.6690222098400
-162,1.60000E+00,1.57521E+00,7.85814E-01,2.40320E+00,5.63907E-02,5.83506E-02,4.97937E-02,7.83096E-02,-1.63729E-02,1.28211E-02,1.48865E-01,8.39880E-02,8.02587E-02,-8.27255E-02,2.29898E-01,-2714.5469320213829
-161,1.65022E+00,1.62272E+00,7.17379E-01,2.39620E+00,6.15580E-02,4.81517E-02,3.62088E-02,5.99959E-02,-2.80762E-02,-1.49853E-02,1.43435E-01,8.79532E-02,6.31685E-02,-1.34015E-01,3.64350E-01,-2650.8342850252620
-160,1.65923E+00,1.65557E+00,7.34793E-01,2.38955E+00,6.17405E-02,4.21007E-02,3.26251E-02,6.33494E-02,-1.41158E-02,6.10539E-03,1.38904E-01,6.02398E-02,5.28470E-02,-6.38450E-02,2.51664E-01,-2633.2634949598787
-159,1.64116E+00,1.57290E+00,6.97600E-01,2.47552E+00,5.45094E-02,7.30225E-02,5.61188E-02,9.38347E-02,-4.55518E-02,-3.98130E-02,1.45756E-01,1.13534E-01,9.43719E-02,-1.09767E-01,3.39320E-01,-2644.0193540456862
-158,1.58351E+00,1.54656E+00,7.13301E-01,2.28995E+00,5.03779E-02,3.98529E-02,2.79391E-02,6.09813E-02,-2.08517E-02,-1.97560E-02,8.89663E-02,5.66601E-02,5.63528E-02,-6.72525E-02,2.17690E-01,-2719.0586413462474
-157,1.60180E+00,1.59418E+00,7.64803E-01,2.35152E+00,5.50294E-02,5.76323E-02,4.26857E-02,6.91703E-02,-4.88145E-02,-2.63498E-02,1.30471E-01,9.15891E-02,6.93226E-02,-1.51891E-01,3.24091E-01,-2736.7010052424207
-156,1.60082E+00,1.57428E+00,8.01601E-01,2.31363E+00,5.20343E-02,5.57013E-02,3.50388E-02,6.43931E-02,-4.41703E-02,-2.20890E-02,1.14437E-01,9.49517E-02,5.84403E-02,-1.40627E-01,2.96023E-01,-2732.3804363471168
-155,1.62414E+00,1.63744E+00,7.71839E-01,2.44642E+00,5.44251E-02,4.87478E-02,3.62452E-02,6.50631E-02,-3.00503E-02,-1.21752E-02,9.29457E-02,7.82061E-02,5.37396E-02,-9.20465E-02,2.88052E-01,-2724.1588473265456
-154,1.65745E+00,1.59120E+00,8.40491E-01,2.43163E+00,4.96597E-02,6.12233E-02,4.20589E-02,5.71928E-02,-3.89122E-02,-1.62560E-02,1.83455E-01,9.41313E-02,6.69711E-02,-1.09155E-01,2.51517E-01,-2693.9002947086688
-153,1.67158E+00,1.63052E+00,7.24511E-01,2.45994E+00,5.98922E-02,5.00859E-02,3.90834E-02,6.93957E-02,-3.00918E-02,-9.39478E-03,1.58064E-01,5.38958E-02,2.95893E-02,-1.23932E-01,1.82649E-01,-2691.1489048333374
-152,1.56561E+00,1.51989E+00,7.94701E-01,2.30918E+00,5.42487E-02,4.31466E-02,3.03848E-02,6.01685E-02,-3.91450E-02,-1.26535E-02,1.42215E-01,7.91388E-02,5.02536E-02,-1.14155E-01,2.68137E-01,-2686.7815211449706
-151,1.61698E+00,1.58498E+00,7.40092E-01,2.33570E+00,5.59240E-02,4.55489E-02,2.26111E-02,6.01596E-02,-5.92603E-02,-9.01819E-03,1.96332E-01,8.05367E-02,3.95517E-02,-1.82116E-01,2.83955E-01,-2699.5581533450081
-150,1.61698E+00,1.58498E+00,7.40092E-01,2.33570E+00,5.59240E-02,4.55489E-02,2.26111E-02,6.01596E-02,-5.92603E-02,-9.01819E-03,1.96332E-01,8.05367E-02,3.95517E-02,-1.82116E-01,2.83955E-01,-2699.5581533450081
-149,1.61698E+00,1.58498E+00,7.40092E-01,2.33570E+00,5.59240E-02,4.55489E-02,2.26111E-02,6.01596E-02,-5.92603E-02,-9.01819E-03,1.96332E-01,8.05367E-02,3.95517E-02,-1.82116E-01,2.83955E-01,-2699.5581533450086
-148,1.63818E+00,1.59466E+00,7.30399E-01,2.41394E+00,5.71906E-02,4.81320E-02,3.63478E-02,5.41216E-02,-3.45360E-02,-1.79572E-02,1.42341E-01,7.46256E-02,5.94909E-02,-1.16056E-01,2.24381E-01,-2696.6749868794309
-147,1.61276E+00,1.55093E+00,7.05813E-01,2.41253E+00,5.40745E-02,5.39356E-02,3.89356E-02,6.15577E-02,-3.36248E-02,-1.42563E-02,9.29866E-02,8.11539E-02,5.59029E-02,-8.63807E-02,2.69128E-01,-2686.0163771626549
-146,1.68110E+00,1.61045E+00,6.90901E-01,2.43060E+00,5.92316E-02,5.97253E-02,4.57930E-02,7.27249E-02,-5.20401E-02,-3.15030E-02,1.77482E-01,1.01735E-01,7.21988E-02,-1.60756E-01,3.37547E-01,-2667.9115326159736
-145,1.56888E+00,1.53203E+00,7.44308E-01,2.33159E+00,5.16573E-02,4.11715E-02,2.82214E-02,4.54715E-02,-2.67529E-02,-1.17403E-02,1.08709E-01,6.09519E-02,2.92491E-02,-5.74985E-02,2.11554E-01,-2720.2549113607747
-144,1.58118E+00,1.61179E+00,7.69358E-01,2.27109E+00,4.98383E-02,5.10673E-02,3.49501E-02,5.27436E-02,-4.12680E-02,-1.34626E-02,1.53583E-01,6.78928E-02,3.28104E-02,-1.12666E-01,2.20522E-01,-2709.5408807433687
-143,1.64043E+00,1.62879E+00,6.49342E-01,2.43360E+00,5.63268E-02,4.87601E-02,3.30508E-02,8.09234E-02,-4.08280E-02,-2.44462E-02,1.99878E-01,8.44128E-02,6.05069E-02,-1.54469E-01,2.88168E-01,-2637.8095101004974
-142,1.57246E+00,1.52373E+00,6.95446E-01,2.37844E+00,4.99041E-02,6.84191E-02,4.55875E-02,6.60549E-02,-4.41841E-02,-3.52923E-02,1.90669E-01,1.14921E-01,8.12344E-02,-1.51705E-01,3.56771E-01,-2673.0714072870524
-141,1.66918E+00,1.56980E+00,7.86789E-01,2.45564E+00,5.64450E-02,3.92998E-02,2.76633E-02,5.02576E-02,-3.34479E-02,-1.53547E-02,1.38049E-01,5.51502E-02,2.88314E-02,-9.15309E-02,2.06996E-01,-2668.7729783458230
-140,1.61893E+00,1.61826E+00,7.80168E-01,2.36207E+00,6.10352E-02,6.00062E-02,4.28909E-02,7.02740E-02,-3.59375E-02,-2.45987E-02,2.07892E-01,1.01480E-01,9.33128E-02,-1.17944E-01,3.09210E-01,-2610.0989393186978
-139,1.62527E+00,1.58514E+00,7.56908E-01,2.38474E+00,5.79589E-02,5.02543E-02,2.34840E-02,3.93758E-02,-1.87139E-02,1.42525E-02,1.54770E-01,6.88224E-02,2.31209E-02,-4.51969E-02,2.63389E-01,-2666.2964873922792
-138,1.60765E+00,1.55857E+00,7.69906E-01,2.35148E+00,5.71504E-02,5.33291E-02,3.21213E-02,4.41163E-02,-3.21549E-02,-1.01866E-02,1.37393E-01,1.03212E-01,7.25056E-02,-1.05213E-01,3.34954E-01,-2718.7162902054220
-137,1.60765E+00,1.55857E+00,7.69906E-01,2.35148E+00,5.71504E-02,5.33291E-02,3.21213E-02,4.41163E-02,-3.21549E-02,-1.01866E-02,1.37393E-01,1.03212E-01,7.25056E-02,-1.05213E-01,3.34954E-01,-2718.7162902054233
-136,1.65191E+00,1.60686E+00,7.03996E-01,2.44148E+00,4.60523E-02,5.56210E-02,3.85231E-02,7.66589E-02,-2.97702E-02,5.82881E-03,1.29482E-01,8.81251E-02,1.08280E-02,-1.28745E-01,3.89255E-01,-2718.5971051884758
-135,1.63219E+00,1.64392E+00,8.49185E-01,2.36207E+00,5.66856E-02,5.99252E-02,4.90996E-02,7.84839E-02,-1.93131E-02,2.29568E-02,1.71604E-01,9.00795E-02,7.45805E-02,-1.18954E-01,2.66209E-01,-2698.8415782004499
-134,1.67527E+00,1.56086E+00,7.10104E-01,2.47283E+00,4.65138E-02,6.00185E-02,4.10663E-02,8.73542E-02,-4.31332E-02,-3.69687E-04,1.27917E-01,1.00294E-01,4.80445E-02,-1.19472E-01,3.01843E-01,-2718.1933148458925
-133,1.67675E+00,1.58388E+00,6.98568E-01,2.45816E+00,4.80551E-02,6.46105E-02,4.03053E-02,8.73437E-02,-4.00337E-02,-3.75295E-04,1.22025E-01,1.09591E-01,4.90253E-02,-1.19331E-01,3.45294E-01,-2764.4301329954965
-132,1.58602E+00,1.56324E+00,8.02059E-01,2.32780E+00,6.14527E-02,3.67336E-02,3.50880E-02,8.10698E-02,-2.77351E-02,-8.25589E-03,1.16544E-01,5.29879E-02,3.98428E-02,-1.06225E-01,2.24260E-01,-2687.3777384097175
-131,1.67100E+00,1.59723E+00,7.25185E-01,2.42277E+00,4.63841E-02,6.01304E-02,3.89962E-02,8.24322E-02,-2.99702E-02,3.10202E-02,1.94227E-01,8.78167E-02,4.20608E-02,-1.14593E-01,2.51945E-01,-2711.6108716279041
-130,1.57009E+00,1.53292E+00,8.57121E-01,2.36782E+00,5.49081E-02,6.30176E-02,5.97528E-02,9.04277E-02,-1.42622E-02,-6.44689E-03,2.31456E-01,8.35136E-02,9.54780E-02,-1.37839E-01,2.59473E-01,-2653.7021827111967
-129,1.57891E+00,1.54342E+00,7.44794E-01,2.20787E+00,6.55038E-02,3.93057E-02,3.08167E-02,6.39570E-02,-2.07891E-02,-8.45754E-03,1.45436E-01,5.75564E-02,4.98088E-02,-7.53025E-02,2.56037E-01,-2642.7443281983192
-128,1.61544E+00,1.57439E+00,7.20809E-01,2.28126E+00,5.73128E-02,5.14112E-02,3.71937E-02,5.90452E-02,-3.35491E-02,-1.21428E-02,1.36776E-01,8.94000E-02,6.71090E-02,-9.15775E-02,3.45614E-01,-2669.8248330425013
-127,1.59561E+00,1.55565E+00,6.75950E-01,2.33387E+00,5.82801E-02,4.80986E-02,3.24601E-02,5.63134E-02,-3.58335E-02,-1.38012E-02,1.26268E-01,7.14696E-02,4.10737E-02,-1.00020E-01,2.63681E-01,-2678.5640594678707
-126,1.55834E+00,1.57988E+00,7.94502E-01,2.28317E+00,5.33764E-02,4.65214E-02,3.33532E-02,5.81919E-02,-1.87386E-02,7.05087E-03,1.18923E-01,8.22518E-02,3.82381E-02,-1.02533E-01,3.25199E-01,-2679.1919039685345
-125,1.71258E+00,1.67964E+00,6.60463E-01,2.46809E+00,6.11050E-02,5.81024E-02,4.95599E-02,8.37332E-02,-2.47326E-02,-1.64181E-02,1.00931E-01,7.98614E-02,6.40846E-02,-8.29961E-02,2.61562E-01,-2674.3683741767722
-124,1.60867E+00,1.50660E+00,6.69752E-01,2.38967E+00,6.16586E-02,5.90560E-02,4.33915E-02,9.08576E-02,-3.12342E-02,-1.89915E-03,1.26270E-01,9.97331E-02,7.65097E-02,-1.04732E-01,3.05702E-01,-2645.0317685974123
-123,1.61001E+00,1.58409E+00,7.42619E-01,2.32189E+00,6.16717E-02,6.70293E-02,5.84841E-02,8.88175E-02,-2.90988E-02,-1.48845E-02,1.28273E-01,7.73269E-02,5.57614E-02,-1.02025E-01,2.09539E-01,-2653.4210328371114
-122,1.60697E+00,1.62410E+00,7.21189E-01,2.38356E+00,5.70867E-02,6.46412E-02,6.00742E-02,1.05007E-01,-3.46585E-02,-2.19643E-02,1.27768E-01,1.18925E-01,1.22551E-01,-1.55292E-01,4.23624E-01,-2674.1375163452572
-121,1.60697E+00,1.62410E+00,7.21189E-01,2.38356E+00,5.70867E-02,6.46412E-02,6.00742E-02,1.05007E-01,-3.46585E-02,-2.19643E-02,1.27768E-01,1.18925E-01,1.22551E-01,-1.55292E-01,4.23624E-01,-2674.1375163452572
-120,1.65771E+00,1.61546E+00,7.23480E-01,2.51295E+00,6.14254E-02,7.97098E-02,5.89418E-02,8.71786E-02,-2.54939E-02,-1.35611E-02,1.36549E-01,1.29849E-01,9.50558E-02,-1.23939E-01,3.91195E-01,-2662.1249735351248
-119,1.64440E+00,1.63105E+00,7.34169E-01,2.43424E+00,5.83261E-02,4.83738E-02,4.35894E-02,9.96384E-02,-2.24760E-02,7.11301E-03,1.32935E-01,9.78463E-02,9.83863E-02,-1.36577E-01,3.78860E-01,-2696.9454905523276
-118,1.62152E+00,1.56774E+00,7.54606E-01,2.46632E+00,5.34261E-02,6.03736E-02,5.16717E-02,8.01409E-02,-2.16484E-02,3.87037E-03,8.81447E-02,9.45288E-02,6.98339E-02,-1.17288E-01,3.33833E-01,-2679.9384386761972
-117,1.64505E+00,1.64302E+00,6.94739E-01,2.28877E+00,6.01140E-02,5.52221E-02,4.68941E-02,1.26749E-01,-2.09910E-02,1.91831E-03,5.95305E-02,9.08873E-02,8.28775E-02,-8.65873E-02,3.32579E-01,-2622.4681586355669
-116,1.58290E+00,1.58882E+00,7.42561E-01,2.37606E+00,5.39725E-02,5.30794E-02,4.17561E-02,1.20908E-01,-3.69587E-02,2.24548E-02,1.22891E-01,9.79345E-02,2.10015E-02,-1.53349E-01,3.57243E-01,-2676.6615061537623
-115,1.67128E+00,1.61651E+00,7.21741E-01,2.41214E+00,5.04740E-02,7.11090E-02,4.19478E-02,8.01801E-02,-3.97356E-02,-6.33504E-03,1.02056E-01,1.02796E-01,1.85328E-02,-1.03881E-01,3.03853E-01,-2678.8128592379398
-114,1.61739E+00,1.61797E+00,7.15373E-01,2.34533E+00,6.68808E-02,4.91073E-02,3.41691E-02,6.22567E-02,-3.55527E-02,-1.57033E-02,1.19152E-01,7.07147E-02,5.54481E-02,-1.15433E-01,2.43305E-01,-2656.3540539779879
-113,1.59904E+00,1.57728E+00,7.27861E-01,2.31350E+00,6.03186E-02,4.72500E-02,4.08621E-02,7.45938E-02,-3.42605E-02,-1.85786E-02,1.21327E-01,6.97441E-02,6.68877E-02,-1.03191E-01,2.42069E-01,-2691.5678700470298
-112,1.61052E+00,1.59163E+00,6.98249E-01,2.33632E+00,6.13339E-02,5.16144E-02,4.33729E-02,7.16980E-02,-3.53160E-02,-2.09573E-02,1.17314E-01,7.61886E-02,6.92077E-02,-1.11896E-01,2.49578E-01,-2686.1789214955711
-111,1.60608E+00,1.57028E+00,6.91565E-01,2.41103E+00,5.35849E-02,4.46434E-02,2.11127E-02,4.66214E-02,-1.99779E-02,3.07813E-03,1.35453E-01,8.39130E-02,3.24648E-02,-7.07974E-02,3.06651E-01,-2716.2298500555039
